,Unnamed: 0,text,names,Date,FG,3P,FGA,PTS,Result,EFG
2801,2801,MJ swag was one of a kind!,DeMar DeRozan,2020-05-11,3.0,0.0,1.0,0.0,L,3.0
2802,2802,An eerie feeling in the Air!,DeMar DeRozan,2020-05-30,3.0,0.0,7.0,4.0,W,0.4285714285714285
2803,2803,The Spook Who Sat By The Door.,DeMar DeRozan,2020-06-19,3.0,1.0,5.0,0.0,L,0.7
2804,2804,All it takes is a jar and some spare change to help make a difference in the lives of those living with #lupus like my Mom! Help @LupusCanada by supporting their #LooniesForLupus campaign through August 28th. 🙏🏾 https://t.co/GoMj67howD https://t.co/CaoKz9DAid,DeMar DeRozan,2020-07-15,3.0,1.0,2.0,5.0,L,1.75
2805,2805,Welcome back @WNBA! #OrangeHoodie https://t.co/qrkuLgvYhC,DeMar DeRozan,2020-07-26,3.0,0.0,8.0,6.0,W,0.375
2806,2806,"You Can’t Stop Sport. Because You Can’t Stop Us.
#YouCantStopUS @nike https://t.co/rsOgqCUsX6",DeMar DeRozan,2020-07-30,3.0,0.0,1.0,0.0,W,3.0
2807,2807,"S/o to the disbelievers, appreciate you for doubting me...",DeMar DeRozan,2020-08-22,3.0,0.0,4.0,5.0,W,0.75
2808,2808,This shit bigger than basketball! Whoever don’t understand that is part of the problem.,DeMar DeRozan,2020-08-26,3.0,1.0,9.0,5.0,L,0.3888888888888889
2809,2809,Respect @bucks!!!!,DeMar DeRozan,2020-08-26,3.0,0.0,2.0,4.0,L,1.5
2810,2810,S/o to @dak! Real strength is shown through vulnerability. Ppl like Skip are the reason why people suffer from depression at such a high rate! You’re the definition of a punk. Depression is REAL LIFE!,DeMar DeRozan,2020-09-11,3.0,0.0,6.0,1.0,L,0.5
2811,2811,"Before you run your race you gotta find a pace
Just make sure you cross the line and fuck the time it takes...",DeMar DeRozan,2020-10-16,3.0,0.0,5.0,1.0,W,0.6
2812,2812,Excited to be a part of an honest conversation around mental health in sports during today’s #espnWsummit. The event is free...register at https://t.co/8M1wTteRkb https://t.co/kptiw2N1yx,DeMar DeRozan,2020-10-20,3.0,0.0,4.0,0.0,L,0.75
2813,2813,"Some days can be hard for my mom, but her positive attitude and support from her family can really make a difference...especially during these unprecedented times. To learn more about navigating lupus and important information about COVID visit https://t.co/Z2FU9kfbQd https://t.co/3Fe92V2wJ3",DeMar DeRozan,2020-10-21,3.0,0.0,9.0,1.0,L,0.3333333333333333
2814,2814,Tank Davis!!!!,DeMar DeRozan,2020-11-01,3.0,1.0,4.0,0.0,L,0.875
2815,2815,How did I master footwork? Lots of hours in the gym. Join @proclass_tv to get coached by me and some of the best pros in the game today. https://t.co/uPjTCukivF https://t.co/rjz62eRtML,DeMar DeRozan,2021-01-02,3.0,0.0,3.0,2.0,L,1.0
2816,2816,Congrats to my brotha Freddy V! Kyle old ass couldn’t do it. Glad you did champ! Been telling you!,DeMar DeRozan,2021-02-03,10.0,0.0,19.0,30.0,W ,0.5263157894736842
2817,2817,Can’t help but think how fake it is...,DeMar DeRozan,2021-02-24,3.0,1.0,5.0,1.0,W,0.7
2818,2818,Gets to a point where you just gotta laugh at the bullshit!!,DeMar DeRozan,2021-03-06,3.0,0.0,3.0,5.0,L,1.0
2819,2819,A tribute to the city that made us. #Comp10 https://t.co/RZBWADT94o https://t.co/NvXTvvdQVG,DeMar DeRozan,2021-05-04,3.0,0.0,5.0,4.0,W,0.6
2820,2820,Proud to be a part of #TheMeYouCantSee. Launching on @AppleTV on May 21st. Perfect series to cap off Mental Health Awareness Month. https://t.co/RA7tVQcVzE,DeMar DeRozan,2021-05-17,3.0,1.0,6.0,3.0,W,0.5833333333333334
2821,2821,Book Cold!!!!,DeMar DeRozan,2021-06-20,3.0,0.0,4.0,1.0,W,0.75
2822,2822,Kevin!!!😤,DeMar DeRozan,2021-06-20,3.0,0.0,3.0,6.0,W,1.0
2823,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2824,2824,I want to take the time to thank the Spurs organization and the fans in San Antonio for embracing me the way that they have over the past 3 seasons. The Spurs lived up to their reputation as one of the classiest organizations in the league during my time with the team… https://t.co/o1hyj7TAZe,DeMar DeRozan,2021-08-03,3.0,0.0,9.0,6.0,L,0.3333333333333333
2825,2825,Officially signed 😤 #BullsNation @chicagobulls https://t.co/QsGYtxq6AW,DeMar DeRozan,2021-08-11,3.0,0.0,2.0,6.0,L,1.5
2826,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2827,2827,On tonight with #AgentZero and @KingJosiah54 https://t.co/eDDJlDZJgA,DeMar DeRozan,2021-08-22,3.0,1.0,3.0,4.0,L,1.1666666666666667
2828,2828,"Jumped on the ‘The King of Crenshaw’ @30for30 pod with @JustinTinsley to talk about Nipsey 🏁 

🎧 https://t.co/EK7xWIHVp1 https://t.co/LohGwmezAd",DeMar DeRozan,2021-08-23,3.0,0.0,5.0,0.0,W,0.6
2829,2829,"""500 M Liquid"" with @PROBLEM354 https://t.co/wfxuPDgLa0",DeMar DeRozan,2021-08-24,3.0,0.0,1.0,6.0,L,3.0
2830,2830,7am on Bridle Path…,DeMar DeRozan,2021-09-03,3.0,1.0,1.0,7.0,L,3.5
2831,2831,Hell of a fight!!,DeMar DeRozan,2021-10-10,3.0,1.0,9.0,4.0,L,0.3888888888888889
2832,2832,Please join me in supporting @LupusCanada’s #PurplePumpkinForLupus Initiative. Help raise awareness for lupus warriors like my Mom! For more information on this initiative please visit https://t.co/a9G5i2rHdE https://t.co/4MnqU5r2o8,DeMar DeRozan,2021-10-14,3.0,0.0,4.0,5.0,L,0.75
2833,2833,"Shoutout to my dog @Money23Green for the interview. 

🎥 Full interview https://t.co/shUt467GEv @BleacherReport https://t.co/D8717AwzDr",DeMar DeRozan,2021-10-18,3.0,1.0,1.0,5.0,W,3.5
2834,2834,Fight on https://t.co/AEfycF0uPx,DeMar DeRozan,2021-10-19,3.0,1.0,5.0,0.0,L,0.7
2835,2835,"If you’ve ever have tried to put a hoop together for your kids, it usually takes hours. 30 mins is game changer @Spalding! https://t.co/WsoCAMphIJ",DeMar DeRozan,2021-10-19,3.0,0.0,8.0,3.0,L,0.375
2836,2836,"Dads want to maximize our free time with our kids, not be spend all day trying to put together a backyard hoop. Check out the @Spalding Momentous EZ Assembly. You’ll be set up in 30 minutes or less with seven easy steps, without anyone ending up on injured reserve. 🏀 https://t.co/6aq9hvCcPv",DeMar DeRozan,2021-10-22,9.0,0.0,20.0,26.0,W ,0.45
2837,2837,CJ too smooth!!!!,DeMar DeRozan,2021-11-24,6.0,0.0,19.0,17.0,L ,0.3157894736842105
2838,2838,"Giving Tuesday is on November 30th. I hope you will join me in participating on this global day by donating $10 a charity close to my heart, @LupusCanada. For more information visit https://t.co/4iqNRV9fRf https://t.co/HkCOX46qee",DeMar DeRozan,2021-11-28,3.0,0.0,7.0,3.0,W,0.4285714285714285
2839,2839,"Just launched my YouTube channel. 1st episode of my “COMP10 Summer” web series drops tonight. #Comp10 ⛳️ 

🎥 https://t.co/maIO7jEyib https://t.co/Qh4B433ZoZ",DeMar DeRozan,2021-12-04,13.0,1.0,24.0,29.0,W ,0.5625
2840,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2841,2841,S/o DWill!,DeMar DeRozan,2021-12-19,11.0,0.0,24.0,38.0,W ,0.4583333333333333
2842,2842,Out now! https://t.co/uo2pyFF2fc,DeMar DeRozan,2021-12-30,3.0,0.0,8.0,5.0,L,0.375
2843,2843,"Episode 2 of #Comp10 Summer drops on my YouTube in the morning 

🎥 https://t.co/awqU4R8ogl https://t.co/aMiX0NWoHP",DeMar DeRozan,2021-12-30,3.0,0.0,5.0,0.0,L,0.6
2844,2844,"Some players take the Uncharted path… but Imma need to talk to this narrator. 😂

@UnchartedMovie, exclusively in movie theaters on February 18th! Get tickets at https://t.co/mtJ6an1jeF 🍿 #ad https://t.co/QjCHpfr7HI",DeMar DeRozan,2022-02-10,3.0,0.0,9.0,0.0,W,0.3333333333333333
2845,2845,GAMEDAY.,Devin Booker,2017-10-18,6.0,0.0,17.0,12.0,L ,0.3529411764705882
2846,2846,PJ Tucker MVP of that game,Devin Booker,2017-10-18,6.0,0.0,17.0,12.0,L ,0.3529411764705882
2847,2847,Not a flagrant,Devin Booker,2017-10-18,6.0,0.0,17.0,12.0,L ,0.3529411764705882
2848,2848,Respect https://t.co/GEdkxY6EHv,Devin Booker,2017-10-18,6.0,0.0,17.0,12.0,L ,0.3529411764705882
2849,2849,Prayers up @gordonhayward🙏🏼,Devin Booker,2017-10-18,6.0,0.0,17.0,12.0,L ,0.3529411764705882
2850,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2851,2851,My brotha🙏🏼 https://t.co/ZiBeklDtBM,Devin Booker,2017-11-01,7.0,3.0,15.0,22.0,W ,0.5666666666666667
2852,2852,Tony bucketsssssss!!!!,Devin Booker,2017-11-02,3.0,0.0,5.0,2.0,W,0.6
2853,2853,Appreciate that coach https://t.co/Z8xSF7bRKN,Devin Booker,2017-11-07,3.0,0.0,3.0,3.0,L,1.0
2854,2854,"Had a lot of fun with @draftkings pulling a #trickplay on a few of my most loyal fans. Check it out
https://t.co/8Y4S2jVSTN",Devin Booker,2017-11-10,3.0,0.0,10.0,9.0,L ,0.3
2855,2855,We will be ok BBN.. Better than I expected.,Devin Booker,2017-11-15,3.0,0.0,6.0,1.0,L,0.5
2856,2856,"Welcome to the family bro @raf_tyler.
#BBN 😼",Devin Booker,2017-11-16,7.0,2.0,16.0,18.0,L ,0.5
2857,2857,That's tough Joel,Devin Booker,2017-11-16,7.0,2.0,16.0,18.0,L ,0.5
2858,2858,Much needed W. On to the next one #SUNSat50 https://t.co/RKs5TybD1l,Devin Booker,2017-11-18,3.0,1.0,9.0,6.0,W,0.3888888888888889
2859,2859,Great event in our Phoenix community. Thank you @StMarysFoodBank! https://t.co/XzdCZHfTi3,Devin Booker,2017-11-20,3.0,0.0,8.0,4.0,L,0.375
2860,2860,Tune in! @KristenLedlow hustled me.. smh🤦🏻‍♂️ https://t.co/HozIKSuoc0,Devin Booker,2017-12-09,3.0,0.0,2.0,5.0,W,1.5
2861,2861,Always nice running into these beautiful ladies! #GoldenGrannies ❤️ https://t.co/5sHQGLBiY6,Devin Booker,2017-12-09,3.0,0.0,2.0,0.0,W,1.5
2862,2862,Deal 🏆✊🏼 https://t.co/0N0uph37GK,Devin Booker,2017-12-20,3.0,0.0,8.0,6.0,W,0.375
2863,2863,Okk homeboy!!!🤷🏻‍♂️ https://t.co/9QKcDjTBPd,Devin Booker,2017-12-20,3.0,0.0,5.0,4.0,W,0.6
2864,2864,"Hahah! Just running by this.. you know I can’t keep up with you bro. I have to try the fanny pack next. Also, can’t wait to check out the new #Jumanji. https://t.co/ISNS1xDOUt",Devin Booker,2017-12-20,3.0,0.0,6.0,7.0,W,0.5
2865,2865,Love bro! https://t.co/si51A3Sb2p,Devin Booker,2017-12-23,3.0,0.0,7.0,0.0,L,0.4285714285714285
2866,2866,I can finally cross this off my list.. Appreciate you @JJWatt. I hope recovery is going great. Keep inspiring on and off the field bro!! https://t.co/EBev0U143t,Devin Booker,2017-12-23,3.0,0.0,8.0,6.0,L,0.375
2867,2867,Big thank you to @ANewLeafAZ for joining me around holiday time to get some last minute shopping done. Great time filled with wonderful people. https://t.co/582mHj4Tze,Devin Booker,2017-12-23,3.0,0.0,7.0,0.0,L,0.4285714285714285
2868,2868,lol right.. us vs y'all let's get it https://t.co/oK4AhdP89H,Devin Booker,2017-12-26,9.0,3.0,21.0,32.0,W ,0.5
2869,2869,I'm bout to get on in a hour https://t.co/zYQZn6MuPN,Devin Booker,2017-12-26,9.0,3.0,21.0,32.0,W ,0.5
2870,2870,We need a Christmas game @NBA 🤷🏻‍♂️,Devin Booker,2017-12-26,9.0,3.0,21.0,32.0,W ,0.5
2871,2871,Merry Christmas world!!! Hope it's a great one!!,Devin Booker,2017-12-26,9.0,3.0,21.0,32.0,W ,0.5
2872,2872,What’s that UK game looking like???? #BBN 🔵🔵,Devin Booker,2017-12-29,9.0,3.0,25.0,26.0,W ,0.42
2873,2873,These girls were great!! Thanks for the support ❤️ https://t.co/vXcxih0U8o,Devin Booker,2017-12-30,3.0,0.0,8.0,6.0,L,0.375
2874,2874,Wow.. this is great.. Stopped by earlier to watch them work! https://t.co/fecXilEny3,Devin Booker,2017-12-31,8.0,5.0,22.0,32.0,L ,0.4772727272727273
2875,2875,Respect ✊🏼 https://t.co/Y8YbQ7EoWy,Devin Booker,2018-01-03,4.0,2.0,13.0,17.0,L ,0.3846153846153846
2876,2876,I see you @DBender03 ✊🏼 https://t.co/xo4nCHpdKE,Devin Booker,2018-01-08,3.0,0.0,1.0,5.0,L,3.0
2877,2877,"As always, I appreciate y’all ✊🏼",Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2878,2878,Thinking about it https://t.co/MYQqSG3C3B,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2879,2879,Both are nice https://t.co/vETfPIgNAi,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2880,2880,Who knows? https://t.co/J8VBx4CNpI,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2881,2881,Jags lookin good https://t.co/f2G4ZNc0sr,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2882,2882,"Don’t try, do it https://t.co/Cu3bu1Wtcd",Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2883,2883,Big blue madness for sure https://t.co/BVPRYArjqE,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2884,2884,Cole summer https://t.co/goE6TK2FUo,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2885,2885,1s or 3s https://t.co/ImXVlrTZ9C,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2886,2886,No ceiling for JJ https://t.co/3v4My666Zv,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2887,2887,U know that answer #BBN https://t.co/NmU5GynWAO,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2888,2888,No lol https://t.co/2g0F53Wzl1,Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2889,2889,"Quick Q&amp;A, wassup Twitter?",Devin Booker,2018-01-14,5.0,1.0,16.0,15.0,L ,0.34375
2890,2890,Stop stealing my rebounds champ!! S/o to my OG @tysonchandler. 10K rebounds.. glad I get to be apart of your legendary career big bro!! 🙏🏼 https://t.co/Skn9k5H7nz,Devin Booker,2018-01-15,3.0,0.0,6.0,1.0,L,0.5
2891,2891,I actually like movies now lol,Devin Booker,2018-01-19,11.0,4.0,23.0,30.0,W ,0.5652173913043478
2892,2892,All fun!! S/o Big Blue Nation!!! https://t.co/kYJdoaOEwV,Devin Booker,2018-01-20,3.0,0.0,1.0,5.0,L,3.0
2893,2893,Happy Birthday to my heart!! 😘 https://t.co/6FzFAA34HL,Devin Booker,2018-01-21,3.0,0.0,4.0,4.0,W,0.75
2894,2894,✊🏼✊🏼 congrats my brotha!!! https://t.co/EpeWwW9BYF,Devin Booker,2018-01-24,5.0,0.0,16.0,19.0,L ,0.3125
2895,2895,Opinions over statistics,Devin Booker,2018-01-24,5.0,0.0,16.0,19.0,L ,0.3125
2896,2896,Prayers up @boogiecousins 🙏🏼🙏🏼🙏🏼,Devin Booker,2018-01-27,3.0,0.0,8.0,5.0,L,0.375
2897,2897,"Man, this one hurts!! Prayers up big homie!! 🙏🏼🙏🏼 @SiP03 https://t.co/LkJ17chA55",Devin Booker,2018-02-01,3.0,0.0,6.0,0.0,W,0.5
2898,2898,That was a great block. Hope he’s doing well.. glad you guys are still at it @The_Antlers! #MIZ 😂 https://t.co/Cu756mDj7h,Devin Booker,2018-02-03,3.0,0.0,4.0,5.0,W,0.75
2899,2899,Hope @kporzee is good!! Prayers up 🙏🏼🙏🏼,Devin Booker,2018-02-07,3.0,1.0,9.0,1.0,L,0.3888888888888889
2900,2900,Pops ✊🏼 https://t.co/uz09aptzSn,Devin Booker,2018-02-09,3.0,0.0,7.0,2.0,W,0.4285714285714285
2901,2901,ASW #3... Told my Phoenix family I would be taking this home with me. Time to lock back in and finish the season up. 🙏🏼 https://t.co/888lJJCdc6,Devin Booker,2018-02-18,3.0,0.0,8.0,1.0,L,0.375
2902,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2903,2903,Goodfellas!! https://t.co/6qpyBPZCfL,Devin Booker,2018-02-18,3.0,0.0,6.0,1.0,L,0.5
2904,2904,Lol ASW got em.. but preciate you bro https://t.co/52ACNDoo44,Devin Booker,2018-02-19,3.0,0.0,4.0,4.0,L,0.75
2905,2905,Good to see my man @Cantguardmike getting the recognition that he deserves! Keep pushin bro!! https://t.co/3cFe86ymwd,Devin Booker,2018-02-23,7.0,2.0,20.0,27.0,L ,0.4
2906,2906,Incredible atmosphere tonight @GCU_MBB!! Congrats on the big win.. and appreciate the great hospitality.. if you haven’t been to a game you have to check it out!!,Devin Booker,2018-02-23,7.0,2.0,20.0,27.0,L ,0.4
2907,2907,To my friends in Mexico…Join the Copa Zucaritas and show your Dunkstar skills. Follow @ZucaritasLATAM for more! https://t.co/lkLlGAudlL,Devin Booker,2018-02-26,14.0,3.0,28.0,40.0,L ,0.5535714285714286
2908,2908,Can someone please explain this LeVeon Bell situation to me??? Why won’t he get long term?,Devin Booker,2018-02-27,3.0,0.0,8.0,5.0,L,0.375
2909,2909,Aye @UKCoachCalipari can I finally start tonight??? Lol #BBN https://t.co/lMOfwclbm6,Devin Booker,2018-02-28,12.0,1.0,29.0,34.0,W ,0.4310344827586206
2910,2910,Go get that jersey my guy! https://t.co/oiEstSc6Pu,Devin Booker,2018-03-02,16.0,6.0,28.0,39.0,L ,0.6785714285714286
2911,2911,Salute! 🙌🏼 https://t.co/S7JjTjamAz,Devin Booker,2018-03-02,16.0,6.0,28.0,39.0,L ,0.6785714285714286
2912,2912,The future https://t.co/yFY86p7V7T,Devin Booker,2018-03-02,16.0,6.0,28.0,39.0,L ,0.6785714285714286
2913,2913,Compete. Respect. https://t.co/zggsJuVEP0,Devin Booker,2018-03-03,3.0,0.0,3.0,7.0,W,1.0
2914,2914,My unk @CoachAvery6 got these boys rollin!!!,Devin Booker,2018-03-09,3.0,0.0,1.0,6.0,L,3.0
2915,2915,Wish I could’ve played!! Appreciate the support all the way here in Charlotte. https://t.co/bMwy8SGqt3,Devin Booker,2018-03-10,3.0,1.0,2.0,7.0,W,1.75
2916,2916,U got a good one! https://t.co/NQOjkTIbut,Devin Booker,2018-03-10,3.0,0.0,1.0,6.0,W,3.0
2917,2917,Sorry brotha @itsaveryjohnson.. We just like that.. 🤷🏻‍♂️ BBN!!!,Devin Booker,2018-03-10,3.0,0.0,3.0,4.0,W,1.0
2918,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2919,2919,Let em know BK!!! https://t.co/TxIWaJr8JW,Devin Booker,2018-03-11,3.0,0.0,4.0,5.0,W,0.75
2920,2920,Need a squad for PuBG..,Devin Booker,2018-03-18,3.0,0.0,9.0,3.0,W,0.3333333333333333
2921,2921,It’s “UK” not “KU”!! #BBN 😼 https://t.co/qaBRVzbsMr,Devin Booker,2018-03-18,3.0,1.0,4.0,7.0,W,0.875
2922,2922,Love watching this matchup https://t.co/QNn5hOH3hG,Devin Booker,2018-03-24,3.0,0.0,2.0,6.0,L,1.5
2923,2923,They sayin I need Pink Diamond.. Cmon Ronnie!!!😂 https://t.co/d5B8fT3uB0,Devin Booker,2018-03-25,3.0,0.0,2.0,4.0,L,1.5
2924,2924,1 year anniversary of 70.. so I got y’all. Here it is... https://t.co/QO5QBROnwC,Devin Booker,2018-03-25,3.0,0.0,1.0,1.0,L,3.0
2925,2925,".@NBA2K fans, heard you were lookin for me???",Devin Booker,2018-03-25,3.0,1.0,1.0,6.0,L,3.5
2926,2926,That boy @KarlTowns 💪🏼💪🏼,Devin Booker,2018-03-29,3.0,0.0,8.0,3.0,W,0.375
2927,2927,✊🏼. Next up lil bro https://t.co/UlBFB1M5Ka,Devin Booker,2018-04-02,3.0,0.0,2.0,6.0,L,1.5
2928,2928,Congrats bro! Need a jersey ASAP. https://t.co/v1BCjTxYaZ,Devin Booker,2018-04-06,3.0,0.0,7.0,0.0,W,0.4285714285714285
2929,2929,Lol u know I got you bro https://t.co/UcIgVh1NbO,Devin Booker,2018-04-10,3.0,0.0,4.0,4.0,L,0.75
2930,2930,Wow.. this is wild! All love! https://t.co/3kaAIByQ2p,Devin Booker,2018-04-11,3.0,0.0,9.0,1.0,L,0.3333333333333333
2931,2931,Prayers out to coach Pop and his family🙏🏽🙏🏽😞 https://t.co/I6NyHY4xOQ,Devin Booker,2018-04-19,3.0,0.0,6.0,4.0,W,0.5
2932,2932,Playoff energy&gt;,Devin Booker,2018-04-23,3.0,1.0,3.0,3.0,L,1.1666666666666667
2933,2933,How many times did I tell you that this year? https://t.co/BkZnBlkM8q,Devin Booker,2018-05-06,3.0,0.0,1.0,2.0,W,3.0
2934,2934,Do better than me bro @j_josh11 https://t.co/8jwjDMXckS,Devin Booker,2018-05-09,3.0,0.0,5.0,5.0,L,0.6
2935,2935,Lol it ain’t like that.. bunch of group messages 😂 https://t.co/4yupNEMvZ1,Devin Booker,2018-05-10,3.0,1.0,7.0,2.0,L,0.5
2936,2936,Grow my hair out?,Devin Booker,2018-05-10,3.0,1.0,6.0,1.0,L,0.5833333333333334
2937,2937,These too @kobebryant https://t.co/e4dHhzabGA,Devin Booker,2018-05-12,3.0,0.0,9.0,2.0,L,0.3333333333333333
2938,2938,You got your pair yet killa? @kobebryant https://t.co/M2Q43wgBUt,Devin Booker,2018-05-12,3.0,0.0,1.0,2.0,L,3.0
2939,2939,Let me see what I can do @SunsGorilla https://t.co/uTFWp4BVM5,Devin Booker,2018-05-12,3.0,1.0,2.0,2.0,L,1.75
2940,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2941,2941,"Excited to launch my inaugural Youth 🏀 @ProCamps this summer! Looking forward to working with some young @Suns fans. Click 👇 for details.
https://t.co/UiAWmwQIXU https://t.co/ue7cXCtjvi",Devin Booker,2018-05-24,3.0,0.0,6.0,4.0,L,0.5
2942,2942,I couldn’t live like u... that’s just me tho... https://t.co/HQsTyVNBxR,Devin Booker,2018-05-26,3.0,0.0,7.0,5.0,W,0.4285714285714285
2943,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2944,2944,Great people 🙃 https://t.co/qMmshC2zEi,Devin Booker,2018-05-31,3.0,1.0,1.0,0.0,L,3.5
2945,2945,Facts 🙌🏽 https://t.co/z8EpWFbSlF,Devin Booker,2018-06-07,3.0,0.0,7.0,6.0,W,0.4285714285714285
2946,2946,Give my man a refund @SpiritAirlines https://t.co/M91LrvoMI2,Devin Booker,2018-06-08,3.0,0.0,4.0,6.0,L,0.75
2947,2947,Big mad or Lil https://t.co/EdLWRnVt4d,Devin Booker,2018-06-08,3.0,0.0,2.0,3.0,L,1.5
2948,2948,Lol man cut it out.. I called u twice https://t.co/ASF4m42lbV,Devin Booker,2018-06-13,3.0,0.0,2.0,6.0,W,1.5
2949,2949,Even auto correct be like nahhh https://t.co/DkKE1Yafmt,Devin Booker,2018-06-14,3.0,0.0,6.0,5.0,L,0.5
2950,2950,I am not good at spelling “restaurant”.,Devin Booker,2018-06-14,3.0,0.0,4.0,5.0,L,0.75
2951,2951,Tough 🙏🏽✊🏽 https://t.co/4AOAKh0m4k,Devin Booker,2018-06-19,3.0,0.0,9.0,5.0,W,0.3333333333333333
2952,2952,Haven’t heard from my Kentucky family in a minute.. how are we feeling BBN?,Devin Booker,2018-06-29,3.0,0.0,9.0,1.0,W,0.3333333333333333
2953,2953,Respect ✊🏽 https://t.co/fZxjJPDALz,Devin Booker,2018-06-30,3.0,0.0,4.0,7.0,L,0.75
2954,2954,What’s wrong with u bro https://t.co/08Shp9rfiT,Devin Booker,2018-07-05,3.0,0.0,1.0,7.0,L,3.0
2955,2955,I felt the same way https://t.co/5hO84G9Pqb,Devin Booker,2018-07-05,3.0,1.0,9.0,5.0,L,0.3888888888888889
2956,2956,"Him too. Injury kept him back last year, we all knew my man was like this. No surprise https://t.co/tTzoNSvFJA",Devin Booker,2018-07-07,3.0,0.0,7.0,3.0,L,0.4285714285714285
2957,2957,I see u shooter @mikal_bridges,Devin Booker,2018-07-07,3.0,0.0,1.0,4.0,L,3.0
2958,2958,I am humbled &amp; honored to commit to the Suns organization long term. I loved calling Phoenix home the last 3 seasons as this team &amp; community are special to me. Thank you to the Suns for drafting me and believing in me. I look forward to the future &amp; pursuing a title as a Sun. https://t.co/AHRaraPww6,Devin Booker,2018-07-08,3.0,0.0,5.0,5.0,W,0.6
2959,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2960,2960,This game was lit ✊🏽 https://t.co/9PQeqcHKpe,Devin Booker,2018-07-11,3.0,0.0,5.0,2.0,L,0.6
2961,2961,I see u in the PEs bro.. I got some more for you. 14? https://t.co/KAF9wzQhip,Devin Booker,2018-07-13,3.0,1.0,4.0,2.0,W,0.875
2962,2962,Real shooter! ✊🏽 https://t.co/y3rPRZADUB,Devin Booker,2018-07-16,3.0,0.0,7.0,1.0,W,0.4285714285714285
2963,2963,"My brother @JaredDudley619, thank you for all the knowledge you have passed on to me. True representation on how to be a great Vet in this league. I learned a lot from you just from conversation throughout the past couple years. I wish the best for you and your family movin fwrd!",Devin Booker,2018-07-20,3.0,1.0,8.0,6.0,L,0.4375
2964,2964,I see you Pops.. don’t show em everything!!!!!! https://t.co/QpzC9uI8HF,Devin Booker,2018-07-23,3.0,1.0,1.0,1.0,W,3.5
2965,2965,Need confidence on that big stage!! Looking forward to watching @raf_tyler this year✊🏽 #BBN https://t.co/LbK7W5KsZz,Devin Booker,2018-07-31,3.0,1.0,1.0,4.0,W,3.5
2966,2966,Motivational purposes only.,Devin Booker,2018-08-01,3.0,1.0,5.0,6.0,L,0.7
2967,2967,My inaugural Youth 🏀 @ProCamps is almost sold out! Looking forward to working with some young @Suns fans. Click below for details &amp; to sign up! https://t.co/MwOadX2ctZ https://t.co/L3fiv7u361,Devin Booker,2018-08-09,3.0,1.0,7.0,0.0,W,0.5
2968,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2969,2969,I will gift you one myself. Love what you guys are doing in the community🙏🏽 https://t.co/Wy4msmbHfr,Devin Booker,2018-08-20,3.0,0.0,7.0,0.0,L,0.4285714285714285
2970,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
2971,2971,"Today we lost an American hero and a legend here in Arizona. Thank you for everything and Rest In Peace, John McCain 🇺🇸",Devin Booker,2018-08-26,3.0,0.0,7.0,4.0,L,0.4285714285714285
2972,2972,"Yea, these hard🔥🔥 https://t.co/QIVdJLVxPn",Devin Booker,2018-08-30,3.0,1.0,5.0,1.0,W,0.7
2973,2973,My boy got real game tho 😂✊🏽 https://t.co/IZ9s237vb7,Devin Booker,2018-08-30,3.0,0.0,3.0,4.0,W,1.0
2974,2974,Anytime! 2 more to go ✊🏽✊🏽 https://t.co/KJIAQyFBP3,Devin Booker,2018-09-01,3.0,0.0,6.0,3.0,L,0.5
2975,2975,Fire🔥🔥 https://t.co/z7rvAFfHqR,Devin Booker,2018-09-04,3.0,0.0,5.0,4.0,L,0.6
2976,2976,RIP Mac🙏🏽😢 https://t.co/GgbWE16AmI,Devin Booker,2018-09-07,3.0,0.0,3.0,1.0,W,1.0
2977,2977,Chilll out Joe.. it’s BBN over here 😾 https://t.co/CQZt1epKBR,Devin Booker,2018-09-08,3.0,1.0,9.0,2.0,L,0.3888888888888889
